experiment,run,rec_0,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,rec_10
yahoo_1000_pfeiffer_diversity_100,11,0.928,0.931,0.923,0.931,0.935,0.921,0.943,0.938,0.935,0.931,0.919
yahoo_1000_pfeiffer_diversity_100,12,0.928,0.916,0.923,0.909,0.916,0.923,0.923,0.926,0.923,0.926,0.907
yahoo_1000_pfeiffer_diversity_100,13,0.935,0.923,0.911,0.926,0.914,0.919,0.919,0.926,0.935,0.935,0.931
yahoo_1000_pfeiffer_diversity_100,14,0.921,0.909,0.923,0.919,0.904,0.914,0.933,0.907,0.928,0.935,0.926
yahoo_1000_pfeiffer_diversity_100,15,0.933,0.933,0.938,0.926,0.921,0.914,0.938,0.94,0.94,0.931,0.909
yahoo_1000_pfeiffer_diversity_100,16,0.921,0.919,0.926,0.923,0.928,0.916,0.923,0.923,0.928,0.926,0.921
yahoo_1000_pfeiffer_diversity_50,1,0.931,0.926,0.926,0.933,0.931,0.933,0.931,0.926,0.931,0.933,0.923
yahoo_1000_pfeiffer_diversity_50,2,0.935,0.916,0.928,0.923,0.931,0.935,0.928,0.933,0.935,0.928,0.911
yahoo_1000_pfeiffer_diversity_50,3,0.928,0.926,0.921,0.919,0.902,0.919,0.931,0.921,0.926,0.921,0.921
yahoo_1000_pfeiffer_diversity_50,4,0.933,0.938,0.938,0.911,0.919,0.914,0.919,0.919,0.931,0.926,0.919
yahoo_1000_pfeiffer_diversity_50,5,0.931,0.909,0.928,0.919,0.921,0.923,0.919,0.919,0.928,0.916,0.933
yahoo_1000_pfeiffer_diversity_50,6,0.928,0.933,0.933,0.923,0.919,0.897,0.931,0.928,0.928,0.923,0.926
yahoo_1000_pfeiffer_diversity_50,7,0.926,0.916,0.926,0.921,0.931,0.923,0.911,0.916,0.933,0.928,0.931
yahoo_1000_pfeiffer_diversity_50,8,0.928,0.94,0.938,0.933,0.935,0.919,0.931,0.935,0.935,0.926,0.919
yahoo_1000_pfeiffer_diversity_50,9,0.923,0.923,0.921,0.923,0.902,0.914,0.923,0.928,0.928,0.921,0.9
yahoo_1000_pfeiffer_diversity_50,10,0.921,0.935,0.938,0.923,0.926,0.914,0.933,0.935,0.935,0.923,0.907
yahoo_1000_pfeiffer_diversity_50,11,0.928,0.931,0.923,0.935,0.933,0.926,0.938,0.935,0.935,0.928,0.919
yahoo_1000_pfeiffer_diversity_50,12,0.928,0.916,0.923,0.911,0.916,0.909,0.928,0.911,0.933,0.928,0.919
yahoo_1000_pfeiffer_diversity_50,13,0.935,0.923,0.911,0.921,0.928,0.916,0.923,0.916,0.933,0.938,0.926
yahoo_1000_pfeiffer_diversity_50,14,0.921,0.909,0.923,0.919,0.907,0.916,0.938,0.928,0.94,0.935,0.914
yahoo_1000_pfeiffer_diversity_50,15,0.933,0.933,0.938,0.921,0.919,0.926,0.935,0.931,0.945,0.935,0.9
yahoo_1000_pfeiffer_diversity_50,16,0.921,0.919,0.923,0.919,0.914,0.919,0.919,0.921,0.931,0.933,0.933
yahoo_1000_pfeiffer_diversity_500,1,0.931,0.926,0.926,0.933,0.931,0.919,0.928,0.928,0.931,0.938,0.9
yahoo_1000_pfeiffer_diversity_500,2,0.935,0.916,0.931,0.921,0.923,0.926,0.931,0.933,0.935,0.94,0.94
yahoo_1000_pfeiffer_diversity_500,3,0.928,0.926,0.921,0.931,0.926,0.919,0.921,0.923,0.931,0.923,0.926
yahoo_1000_pfeiffer_diversity_500,4,0.933,0.938,0.938,0.914,0.921,0.911,0.921,0.928,0.933,0.931,0.928
yahoo_1000_pfeiffer_diversity_500,5,0.931,0.909,0.928,0.919,0.921,0.923,0.916,0.919,0.928,0.919,0.914
yahoo_1000_pfeiffer_diversity_500,6,0.928,0.933,0.933,0.923,0.921,0.9,0.914,0.933,0.926,0.907,0.928
yahoo_1000_pfeiffer_diversity_500,7,0.926,0.916,0.926,0.919,0.926,0.919,0.926,0.919,0.931,0.931,0.938
yahoo_1000_pfeiffer_diversity_500,8,0.928,0.94,0.938,0.933,0.931,0.916,0.928,0.928,0.933,0.931,0.926
yahoo_1000_pfeiffer_diversity_500,9,0.923,0.923,0.921,0.923,0.916,0.916,0.923,0.926,0.931,0.921,0.895
yahoo_1000_pfeiffer_diversity_500,10,0.921,0.935,0.928,0.928,0.931,0.926,0.933,0.931,0.945,0.931,0.916
yahoo_1000_pfeiffer_diversity_500,11,0.928,0.931,0.923,0.935,0.933,0.931,0.928,0.938,0.926,0.914,0.907
yahoo_1000_pfeiffer_diversity_500,12,0.928,0.916,0.921,0.907,0.911,0.919,0.933,0.935,0.926,0.923,0.914
yahoo_1000_pfeiffer_diversity_500,13,0.935,0.923,0.916,0.923,0.921,0.909,0.928,0.926,0.935,0.938,0.914
yahoo_1000_pfeiffer_diversity_500,14,0.921,0.909,0.923,0.919,0.919,0.923,0.933,0.933,0.926,0.933,0.923
yahoo_1000_pfeiffer_diversity_500,15,0.933,0.933,0.938,0.923,0.931,0.916,0.935,0.935,0.935,0.928,0.916
yahoo_1000_pfeiffer_diversity_500,16,0.921,0.919,0.926,0.923,0.926,0.916,0.926,0.926,0.933,0.926,0.911
yahoo_1000_pfeiffer_random_10,1,0.931,0.923,0.921,0.907,0.931,0.926,0.914,0.919,0.923,0.933,0.923
yahoo_1000_pfeiffer_random_10,2,0.935,0.931,0.919,0.935,0.914,0.926,0.926,0.921,0.921,0.926,0.933
yahoo_1000_pfeiffer_random_10,3,0.928,0.919,0.935,0.923,0.935,0.909,0.907,0.914,0.914,0.928,0.926
yahoo_1000_pfeiffer_random_10,4,0.933,0.923,0.931,0.928,0.923,0.911,0.921,0.921,0.919,0.94,0.933
yahoo_1000_pfeiffer_random_10,5,0.931,0.928,0.933,0.916,0.926,0.923,0.916,0.911,0.919,0.928,0.935
yahoo_1000_pfeiffer_random_10,6,0.928,0.921,0.931,0.919,0.923,0.921,0.907,0.923,0.921,0.926,0.928
yahoo_1000_pfeiffer_random_10,7,0.926,0.926,0.94,0.926,0.931,0.923,0.923,0.928,0.928,0.931,0.921
yahoo_1000_pfeiffer_random_10,8,0.928,0.94,0.938,0.919,0.933,0.926,0.933,0.926,0.94,0.933,0.935
yahoo_1000_pfeiffer_random_10,9,0.923,0.916,0.931,0.931,0.928,0.921,0.928,0.921,0.931,0.933,0.943
yahoo_1000_pfeiffer_random_10,10,0.921,0.921,0.938,0.926,0.95,0.921,0.931,0.943,0.935,0.933,0.945
yahoo_1000_pfeiffer_random_10,11,0.928,0.928,0.938,0.921,0.933,0.914,0.926,0.935,0.928,0.938,0.933
yahoo_1000_pfeiffer_random_10,12,0.928,0.923,0.935,0.938,0.933,0.928,0.923,0.931,0.933,0.938,0.938
yahoo_1000_pfeiffer_random_10,13,0.935,0.923,0.933,0.916,0.928,0.923,0.923,0.914,0.926,0.931,0.933
yahoo_1000_pfeiffer_random_10,14,0.921,0.919,0.931,0.914,0.933,0.909,0.923,0.928,0.926,0.931,0.933
yahoo_1000_pfeiffer_random_10,15,0.933,0.931,0.933,0.923,0.94,0.928,0.926,0.919,0.921,0.935,0.921
yahoo_1000_pfeiffer_random_10,16,0.921,0.931,0.933,0.921,0.928,0.916,0.926,0.923,0.926,0.928,0.928
yahoo_1000_pfeiffer_random_100,1,0.931,0.923,0.921,0.907,0.926,0.928,0.923,0.921,0.923,0.926,0.926
yahoo_1000_pfeiffer_random_100,2,0.935,0.931,0.919,0.928,0.911,0.921,0.926,0.919,0.919,0.94,0.926
yahoo_1000_pfeiffer_random_100,3,0.928,0.921,0.935,0.923,0.935,0.907,0.914,0.921,0.914,0.919,0.923
yahoo_1000_pfeiffer_random_100,4,0.933,0.921,0.931,0.935,0.931,0.914,0.921,0.926,0.926,0.933,0.945
yahoo_1000_pfeiffer_random_100,5,0.931,0.928,0.933,0.919,0.921,0.919,0.921,0.916,0.923,0.921,0.938
yahoo_1000_pfeiffer_random_100,6,0.928,0.921,0.928,0.923,0.921,0.919,0.911,0.923,0.911,0.923,0.928
yahoo_1000_pfeiffer_random_100,7,0.926,0.926,0.94,0.935,0.928,0.921,0.931,0.931,0.931,0.931,0.928
yahoo_1000_pfeiffer_random_100,8,0.928,0.94,0.933,0.921,0.933,0.911,0.935,0.928,0.926,0.935,0.933
yahoo_1000_pfeiffer_random_100,9,0.923,0.916,0.931,0.933,0.928,0.926,0.931,0.928,0.926,0.933,0.943
yahoo_1000_pfeiffer_random_100,10,0.921,0.921,0.935,0.931,0.945,0.923,0.935,0.938,0.933,0.94,0.935
yahoo_1000_pfeiffer_random_100,11,0.928,0.931,0.935,0.923,0.928,0.914,0.921,0.931,0.928,0.935,0.943
yahoo_1000_pfeiffer_random_100,12,0.928,0.923,0.928,0.931,0.935,0.923,0.919,0.926,0.935,0.931,0.935
yahoo_1000_pfeiffer_random_100,13,0.935,0.923,0.928,0.914,0.923,0.916,0.928,0.919,0.926,0.935,0.938
yahoo_1000_pfeiffer_random_100,14,0.921,0.919,0.931,0.914,0.935,0.911,0.926,0.919,0.923,0.928,0.916
yahoo_1000_pfeiffer_random_100,15,0.933,0.931,0.933,0.923,0.926,0.926,0.923,0.921,0.914,0.933,0.926
yahoo_1000_pfeiffer_random_100,16,0.921,0.931,0.935,0.928,0.931,0.916,0.928,0.923,0.928,0.931,0.933
yahoo_1000_pfeiffer_random_50,1,0.931,0.919,0.923,0.911,0.926,0.919,0.923,0.916,0.926,0.931,0.926
yahoo_1000_pfeiffer_random_50,2,0.935,0.931,0.919,0.933,0.909,0.919,0.926,0.923,0.919,0.928,0.919
yahoo_1000_pfeiffer_random_50,3,0.928,0.921,0.935,0.923,0.926,0.911,0.914,0.926,0.921,0.935,0.935
yahoo_1000_pfeiffer_random_50,4,0.933,0.926,0.933,0.933,0.931,0.921,0.919,0.921,0.921,0.931,0.945
yahoo_1000_pfeiffer_random_50,5,0.931,0.928,0.933,0.916,0.919,0.928,0.916,0.907,0.921,0.931,0.931
yahoo_1000_pfeiffer_random_50,6,0.928,0.921,0.931,0.921,0.923,0.919,0.911,0.926,0.923,0.931,0.914
yahoo_1000_pfeiffer_random_50,7,0.926,0.926,0.94,0.916,0.919,0.928,0.933,0.933,0.926,0.938,0.923
yahoo_1000_pfeiffer_random_50,8,0.928,0.94,0.938,0.926,0.931,0.911,0.928,0.921,0.935,0.933,0.938
yahoo_1000_pfeiffer_random_50,9,0.923,0.919,0.935,0.916,0.933,0.926,0.928,0.914,0.916,0.938,0.94
yahoo_1000_pfeiffer_random_50,10,0.921,0.921,0.943,0.935,0.945,0.919,0.935,0.938,0.935,0.933,0.933
yahoo_1000_pfeiffer_random_50,11,0.928,0.921,0.928,0.926,0.916,0.916,0.928,0.931,0.933,0.935,0.935
yahoo_1000_pfeiffer_random_50,12,0.928,0.923,0.928,0.921,0.931,0.926,0.926,0.928,0.935,0.933,0.943
yahoo_1000_pfeiffer_random_50,13,0.935,0.923,0.933,0.916,0.931,0.923,0.928,0.931,0.931,0.935,0.94
yahoo_1000_pfeiffer_random_50,14,0.921,0.919,0.931,0.914,0.935,0.911,0.933,0.923,0.931,0.928,0.931
yahoo_1000_pfeiffer_random_50,15,0.933,0.931,0.935,0.928,0.928,0.928,0.928,0.931,0.931,0.928,0.933
yahoo_1000_pfeiffer_random_50,16,0.921,0.931,0.931,0.921,0.931,0.923,0.931,0.921,0.921,0.916,0.926
yahoo_1000_pfeiffer_random_500,1,0.931,0.923,0.923,0.904,0.928,0.916,0.916,0.919,0.921,0.928,0.926
yahoo_1000_pfeiffer_random_500,2,0.935,0.931,0.919,0.933,0.911,0.923,0.923,0.921,0.923,0.933,0.923
yahoo_1000_pfeiffer_random_500,3,0.928,0.919,0.935,0.923,0.931,0.909,0.914,0.914,0.914,0.923,0.935
yahoo_1000_pfeiffer_random_500,4,0.933,0.921,0.928,0.921,0.933,0.897,0.923,0.933,0.931,0.928,0.935
yahoo_1000_pfeiffer_random_500,5,0.931,0.928,0.933,0.921,0.919,0.919,0.914,0.916,0.916,0.914,0.933
yahoo_1000_pfeiffer_random_500,6,0.928,0.921,0.931,0.921,0.923,0.916,0.911,0.923,0.907,0.928,0.923
yahoo_1000_pfeiffer_random_500,7,0.926,0.926,0.94,0.926,0.921,0.919,0.935,0.933,0.926,0.938,0.921
yahoo_1000_pfeiffer_random_500,8,0.928,0.94,0.94,0.933,0.931,0.919,0.935,0.933,0.931,0.94,0.935
yahoo_1000_pfeiffer_random_500,9,0.923,0.916,0.931,0.921,0.938,0.923,0.919,0.919,0.923,0.921,0.94
yahoo_1000_pfeiffer_random_500,10,0.921,0.921,0.935,0.938,0.938,0.926,0.931,0.933,0.933,0.933,0.931
yahoo_1000_pfeiffer_random_500,11,0.928,0.921,0.935,0.926,0.916,0.923,0.931,0.928,0.928,0.935,0.94
yahoo_1000_pfeiffer_random_500,12,0.928,0.923,0.931,0.933,0.935,0.931,0.919,0.931,0.928,0.931,0.933
yahoo_1000_pfeiffer_random_500,13,0.935,0.923,0.933,0.914,0.933,0.921,0.923,0.916,0.921,0.931,0.938
yahoo_1000_pfeiffer_random_500,14,0.921,0.919,0.931,0.914,0.931,0.911,0.928,0.926,0.926,0.935,0.931
yahoo_1000_pfeiffer_random_500,15,0.933,0.931,0.933,0.923,0.926,0.923,0.907,0.919,0.928,0.935,0.938
yahoo_1000_pfeiffer_random_500,16,0.921,0.931,0.933,0.921,0.928,0.907,0.928,0.926,0.928,0.935,0.928
yahoo_1000_pfeiffer_uncertainty_10,1,0.923,0.947,0.945,0.943,0.952,0.945,0.945,0.952,0.957,0.952,0.952
yahoo_1000_pfeiffer_uncertainty_10,2,0.935,0.921,0.943,0.94,0.94,0.945,0.947,0.947,0.945,0.955,0.947
yahoo_1000_pfeiffer_uncertainty_10,3,0.928,0.923,0.926,0.931,0.923,0.923,0.943,0.94,0.938,0.933,0.94
yahoo_1000_pfeiffer_uncertainty_10,4,0.933,0.933,0.933,0.914,0.94,0.931,0.938,0.928,0.921,0.931,0.931
yahoo_1000_pfeiffer_uncertainty_10,5,0.931,0.926,0.943,0.931,0.94,0.926,0.926,0.931,0.94,0.935,0.938
yahoo_1000_pfeiffer_uncertainty_10,6,0.928,0.933,0.926,0.94,0.938,0.935,0.931,0.94,0.945,0.947,0.938
yahoo_1000_pfeiffer_uncertainty_10,7,0.926,0.938,0.94,0.945,0.945,0.923,0.938,0.931,0.935,0.947,0.945
yahoo_1000_pfeiffer_uncertainty_10,8,0.928,0.943,0.935,0.919,0.938,0.928,0.938,0.931,0.933,0.94,0.947
yahoo_1000_pfeiffer_uncertainty_10,9,0.923,0.933,0.933,0.933,0.935,0.935,0.935,0.935,0.943,0.938,0.914
yahoo_1000_pfeiffer_uncertainty_10,10,0.921,0.923,0.94,0.935,0.938,0.94,0.94,0.938,0.947,0.938,0.938
yahoo_1000_pfeiffer_uncertainty_10,11,0.928,0.923,0.933,0.94,0.94,0.94,0.938,0.943,0.931,0.938,0.938
yahoo_1000_pfeiffer_uncertainty_10,12,0.928,0.931,0.931,0.928,0.94,0.938,0.943,0.947,0.95,0.943,0.933
yahoo_1000_pfeiffer_uncertainty_10,13,0.935,0.943,0.935,0.938,0.95,0.943,0.952,0.943,0.95,0.95,0.952
yahoo_1000_pfeiffer_uncertainty_10,14,0.921,0.935,0.938,0.923,0.935,0.938,0.943,0.928,0.926,0.94,0.952
yahoo_1000_pfeiffer_uncertainty_10,15,0.933,0.926,0.931,0.938,0.933,0.938,0.933,0.95,0.938,0.95,0.945
yahoo_1000_pfeiffer_uncertainty_10,16,0.921,0.933,0.926,0.943,0.945,0.923,0.935,0.952,0.947,0.955,0.94
yahoo_1000_pfeiffer_uncertainty_100,1,0.931,0.926,0.921,0.928,0.921,0.931,0.926,0.926,0.94,0.94,0.933
yahoo_1000_pfeiffer_uncertainty_100,2,0.935,0.921,0.94,0.943,0.943,0.943,0.947,0.947,0.947,0.935,0.947
yahoo_1000_pfeiffer_uncertainty_100,3,0.928,0.923,0.94,0.926,0.938,0.923,0.943,0.921,0.94,0.935,0.943
yahoo_1000_pfeiffer_uncertainty_100,4,0.933,0.923,0.928,0.928,0.926,0.923,0.926,0.931,0.933,0.921,0.935
yahoo_1000_pfeiffer_uncertainty_100,5,0.931,0.926,0.94,0.933,0.933,0.935,0.938,0.943,0.945,0.945,0.952
yahoo_1000_pfeiffer_uncertainty_100,6,0.928,0.933,0.923,0.94,0.923,0.938,0.923,0.94,0.945,0.933,0.945
yahoo_1000_pfeiffer_uncertainty_100,7,0.926,0.938,0.935,0.95,0.94,0.94,0.935,0.938,0.947,0.94,0.945
yahoo_1000_pfeiffer_uncertainty_100,8,0.928,0.94,0.938,0.943,0.938,0.938,0.943,0.94,0.945,0.943,0.933
yahoo_1000_pfeiffer_uncertainty_100,9,0.923,0.933,0.943,0.943,0.94,0.935,0.94,0.933,0.95,0.945,0.938
yahoo_1000_pfeiffer_uncertainty_100,10,0.921,0.923,0.938,0.931,0.94,0.94,0.938,0.938,0.943,0.945,0.943
yahoo_1000_pfeiffer_uncertainty_100,11,0.928,0.933,0.943,0.943,0.935,0.938,0.943,0.94,0.952,0.94,0.943
yahoo_1000_pfeiffer_uncertainty_100,12,0.928,0.931,0.923,0.938,0.931,0.935,0.938,0.945,0.955,0.94,0.95
yahoo_1000_pfeiffer_uncertainty_100,13,0.935,0.935,0.938,0.94,0.935,0.935,0.945,0.947,0.94,0.947,0.935
yahoo_1000_pfeiffer_uncertainty_100,14,0.921,0.935,0.938,0.928,0.935,0.945,0.94,0.935,0.945,0.933,0.935
yahoo_1000_pfeiffer_uncertainty_100,15,0.933,0.921,0.928,0.926,0.933,0.938,0.945,0.947,0.943,0.938,0.947
yahoo_1000_pfeiffer_uncertainty_100,16,0.921,0.938,0.928,0.947,0.933,0.931,0.938,0.95,0.947,0.945,0.947
yahoo_1000_pfeiffer_uncertainty_50,1,0.921,0.943,0.921,0.943,0.94,0.943,0.926,0.94,0.935,0.943,0.94
yahoo_1000_pfeiffer_uncertainty_50,2,0.935,0.923,0.947,0.94,0.94,0.94,0.933,0.938,0.945,0.943,0.945
yahoo_1000_pfeiffer_uncertainty_50,3,0.928,0.923,0.933,0.931,0.935,0.933,0.935,0.938,0.921,0.938,0.928
yahoo_1000_pfeiffer_uncertainty_50,4,0.933,0.931,0.933,0.933,0.931,0.926,0.928,0.935,0.943,0.94,0.938
yahoo_1000_pfeiffer_uncertainty_50,5,0.931,0.926,0.935,0.926,0.935,0.935,0.935,0.943,0.945,0.933,0.947
yahoo_1000_pfeiffer_uncertainty_50,6,0.928,0.933,0.935,0.943,0.94,0.931,0.933,0.945,0.945,0.943,0.947
yahoo_1000_pfeiffer_uncertainty_50,7,0.926,0.94,0.923,0.945,0.931,0.943,0.94,0.945,0.938,0.943,0.935
yahoo_1000_pfeiffer_uncertainty_50,8,0.928,0.943,0.928,0.928,0.935,0.938,0.94,0.943,0.945,0.943,0.938
yahoo_1000_pfeiffer_uncertainty_50,9,0.923,0.931,0.935,0.94,0.933,0.94,0.933,0.933,0.938,0.926,0.926
yahoo_1000_pfeiffer_uncertainty_50,10,0.921,0.921,0.938,0.938,0.938,0.938,0.94,0.943,0.935,0.938,0.947
yahoo_1000_pfeiffer_uncertainty_50,11,0.928,0.928,0.935,0.94,0.928,0.943,0.947,0.943,0.945,0.943,0.938
yahoo_1000_pfeiffer_uncertainty_50,12,0.928,0.935,0.938,0.938,0.933,0.945,0.931,0.933,0.938,0.94,0.933
yahoo_1000_pfeiffer_uncertainty_50,13,0.935,0.943,0.943,0.938,0.945,0.947,0.943,0.947,0.938,0.947,0.921
yahoo_1000_pfeiffer_uncertainty_50,14,0.921,0.931,0.919,0.938,0.928,0.935,0.94,0.938,0.935,0.938,0.933
yahoo_1000_pfeiffer_uncertainty_50,15,0.933,0.919,0.933,0.95,0.95,0.94,0.943,0.94,0.947,0.94,0.95
yahoo_1000_pfeiffer_uncertainty_50,16,0.921,0.938,0.928,0.938,0.945,0.943,0.952,0.952,0.94,0.94,0.931
yahoo_1000_pfeiffer_uncertainty_500,1,0.931,0.926,0.923,0.935,0.94,0.94,0.94,0.943,0.938,0.94,0.928
yahoo_1000_pfeiffer_uncertainty_500,2,0.935,0.923,0.935,0.933,0.938,0.94,0.938,0.943,0.945,0.935,0.94
yahoo_1000_pfeiffer_uncertainty_500,3,0.928,0.923,0.938,0.933,0.94,0.923,0.914,0.931,0.933,0.95,0.94
yahoo_1000_pfeiffer_uncertainty_500,4,0.933,0.928,0.933,0.926,0.926,0.94,0.923,0.933,0.931,0.933,0.935
yahoo_1000_pfeiffer_uncertainty_500,5,0.931,0.926,0.943,0.943,0.935,0.945,0.94,0.926,0.945,0.931,0.938
yahoo_1000_pfeiffer_uncertainty_500,6,0.928,0.933,0.928,0.931,0.931,0.94,0.938,0.943,0.95,0.928,0.943
yahoo_1000_pfeiffer_uncertainty_500,7,0.926,0.94,0.935,0.923,0.935,0.921,0.935,0.931,0.935,0.943,0.945
yahoo_1000_pfeiffer_uncertainty_500,8,0.928,0.935,0.921,0.926,0.935,0.933,0.943,0.94,0.94,0.938,0.935
yahoo_1000_pfeiffer_uncertainty_500,9,0.923,0.933,0.935,0.945,0.935,0.943,0.938,0.943,0.943,0.943,0.945
yahoo_1000_pfeiffer_uncertainty_500,10,0.921,0.921,0.928,0.931,0.943,0.933,0.94,0.947,0.943,0.943,0.945
yahoo_1000_pfeiffer_uncertainty_500,11,0.928,0.928,0.938,0.94,0.94,0.943,0.943,0.955,0.945,0.94,0.945
yahoo_1000_pfeiffer_uncertainty_500,12,0.928,0.935,0.926,0.931,0.935,0.935,0.938,0.914,0.94,0.919,0.938
yahoo_1000_pfeiffer_uncertainty_500,13,0.935,0.94,0.947,0.94,0.95,0.947,0.943,0.947,0.938,0.945,0.933
yahoo_1000_pfeiffer_uncertainty_500,14,0.921,0.933,0.935,0.933,0.931,0.923,0.935,0.947,0.947,0.945,0.933
yahoo_1000_pfeiffer_uncertainty_500,15,0.933,0.919,0.914,0.943,0.955,0.947,0.95,0.95,0.938,0.935,0.94
yahoo_1000_pfeiffer_uncertainty_500,16,0.921,0.933,0.923,0.931,0.931,0.938,0.923,0.928,0.945,0.94,0.938
yahoo_1000_pfeifferinv_diversity_10,1,0.923,0.914,0.928,0.921,0.923,0.921,0.911,0.931,0.935,0.931,0.909
yahoo_1000_pfeifferinv_diversity_10,2,0.933,0.916,0.928,0.926,0.926,0.926,0.945,0.938,0.945,0.935,0.938
yahoo_1000_pfeifferinv_diversity_10,3,0.916,0.923,0.919,0.926,0.926,0.911,0.935,0.933,0.926,0.933,0.907
yahoo_1000_pfeifferinv_diversity_10,4,0.926,0.933,0.933,0.928,0.914,0.919,0.921,0.928,0.921,0.926,0.914
yahoo_1000_pfeifferinv_diversity_10,5,0.933,0.933,0.935,0.909,0.919,0.923,0.928,0.926,0.931,0.916,0.914
yahoo_1000_pfeifferinv_diversity_10,6,0.931,0.914,0.921,0.914,0.919,0.921,0.923,0.923,0.931,0.928,0.928
yahoo_1000_pfeifferinv_diversity_10,7,0.916,0.916,0.916,0.921,0.926,0.921,0.916,0.928,0.935,0.916,0.923
yahoo_1000_pfeifferinv_diversity_10,8,0.931,0.916,0.926,0.921,0.921,0.916,0.933,0.911,0.935,0.933,0.904
yahoo_1000_pfeifferinv_diversity_10,9,0.919,0.938,0.933,0.931,0.928,0.919,0.933,0.926,0.926,0.933,0.904
yahoo_1000_pfeifferinv_diversity_10,10,0.921,0.921,0.935,0.907,0.916,0.923,0.935,0.938,0.935,0.94,0.897
yahoo_1000_pfeifferinv_diversity_10,11,0.928,0.911,0.933,0.926,0.931,0.923,0.904,0.931,0.928,0.914,0.926
yahoo_1000_pfeifferinv_diversity_10,12,0.926,0.914,0.919,0.931,0.923,0.926,0.938,0.931,0.923,0.926,0.916
yahoo_1000_pfeifferinv_diversity_10,13,0.935,0.935,0.931,0.926,0.926,0.938,0.938,0.931,0.938,0.931,0.902
yahoo_1000_pfeifferinv_diversity_10,14,0.938,0.907,0.933,0.916,0.923,0.921,0.923,0.928,0.926,0.919,0.926
yahoo_1000_pfeifferinv_diversity_10,15,0.928,0.923,0.933,0.928,0.938,0.931,0.933,0.923,0.931,0.938,0.938
yahoo_1000_pfeifferinv_diversity_10,16,0.926,0.921,0.921,0.931,0.919,0.914,0.916,0.919,0.933,0.926,0.921
yahoo_1000_pfeifferinv_diversity_100,1,0.921,0.926,0.923,0.919,0.923,0.928,0.933,0.933,0.923,0.928,0.916
yahoo_1000_pfeifferinv_diversity_100,2,0.933,0.916,0.928,0.923,0.921,0.923,0.928,0.938,0.931,0.933,0.938
yahoo_1000_pfeifferinv_diversity_100,3,0.916,0.923,0.919,0.928,0.926,0.904,0.928,0.916,0.923,0.928,0.902
yahoo_1000_pfeifferinv_diversity_100,4,0.926,0.933,0.933,0.928,0.914,0.923,0.931,0.928,0.926,0.933,0.914
yahoo_1000_pfeifferinv_diversity_100,5,0.933,0.933,0.935,0.909,0.919,0.926,0.928,0.933,0.933,0.914,0.9
yahoo_1000_pfeifferinv_diversity_100,6,0.931,0.914,0.923,0.928,0.928,0.914,0.935,0.933,0.928,0.926,0.911
yahoo_1000_pfeifferinv_diversity_100,7,0.916,0.916,0.916,0.921,0.919,0.926,0.916,0.933,0.933,0.926,0.923
yahoo_1000_pfeifferinv_diversity_100,8,0.931,0.919,0.926,0.921,0.921,0.921,0.935,0.933,0.926,0.935,0.933
yahoo_1000_pfeifferinv_diversity_100,9,0.919,0.938,0.933,0.931,0.933,0.909,0.933,0.923,0.923,0.928,0.914
yahoo_1000_pfeifferinv_diversity_100,10,0.921,0.921,0.935,0.919,0.916,0.919,0.94,0.943,0.923,0.931,0.904
yahoo_1000_pfeifferinv_diversity_100,11,0.928,0.911,0.931,0.933,0.931,0.928,0.928,0.923,0.926,0.914,0.921
yahoo_1000_pfeifferinv_diversity_100,12,0.926,0.914,0.919,0.928,0.923,0.923,0.921,0.923,0.921,0.928,0.914
yahoo_1000_pfeifferinv_diversity_100,13,0.935,0.935,0.931,0.923,0.933,0.933,0.938,0.935,0.94,0.928,0.919
yahoo_1000_pfeifferinv_diversity_100,14,0.938,0.907,0.933,0.928,0.933,0.921,0.935,0.945,0.931,0.923,0.921
yahoo_1000_pfeifferinv_diversity_100,15,0.928,0.923,0.933,0.928,0.935,0.931,0.94,0.928,0.933,0.935,0.923
yahoo_1000_pfeifferinv_diversity_100,16,0.926,0.921,0.921,0.931,0.919,0.914,0.926,0.935,0.931,0.935,0.933
yahoo_1000_pfeifferinv_diversity_50,1,0.921,0.926,0.923,0.919,0.919,0.923,0.933,0.921,0.928,0.919,0.928
yahoo_1000_pfeifferinv_diversity_50,2,0.933,0.916,0.928,0.928,0.938,0.928,0.926,0.933,0.94,0.928,0.933
yahoo_1000_pfeifferinv_diversity_50,3,0.916,0.923,0.919,0.926,0.926,0.902,0.928,0.921,0.921,0.923,0.914
yahoo_1000_pfeifferinv_diversity_50,4,0.926,0.933,0.933,0.933,0.923,0.921,0.926,0.933,0.923,0.919,0.931
yahoo_1000_pfeifferinv_diversity_50,5,0.933,0.933,0.935,0.909,0.919,0.923,0.926,0.931,0.933,0.921,0.904
yahoo_1000_pfeifferinv_diversity_50,6,0.931,0.914,0.916,0.923,0.923,0.914,0.911,0.919,0.935,0.916,0.923
yahoo_1000_pfeifferinv_diversity_50,7,0.916,0.916,0.916,0.921,0.926,0.916,0.919,0.919,0.923,0.935,0.923
yahoo_1000_pfeifferinv_diversity_50,8,0.931,0.916,0.926,0.921,0.919,0.911,0.935,0.933,0.931,0.928,0.933
yahoo_1000_pfeifferinv_diversity_50,9,0.919,0.938,0.933,0.926,0.938,0.926,0.933,0.928,0.933,0.928,0.928
